Gene ID	Symbol	Name	Type	# SSM Affected Cases in Cohort	# SSM Affected Cases Across the GDC	# CNV Gain	# CNV Loss	# Mutations	Annotations	Survival
ENSG00000137040	RANBP6	RAN binding protein 6	protein_coding	12 / 969 (1.24%)	214 / 16,405	160 / 1,067 (15.00%)	261 / 1,067 (24.46%)	0		add to survival plot
ENSG00000144674	GOLGA4	golgin A4	protein_coding	12 / 969 (1.24%)	344 / 16,405	133 / 1,067 (12.46%)	200 / 1,067 (18.74%)	0		add to survival plot
ENSG00000163629	PTPN13	protein tyrosine phosphatase non-receptor type 13	protein_coding	12 / 969 (1.24%)	444 / 16,405	107 / 1,067 (10.03%)	220 / 1,067 (20.62%)	0	Cancer Gene Census	add to survival plot
ENSG00000145536	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	protein_coding	12 / 969 (1.24%)	594 / 16,405	340 / 1,067 (31.87%)	64 / 1,067 (6.00%)	0		add to survival plot
ENSG00000081803	CADPS2	calcium dependent secretion activator 2	protein_coding	12 / 969 (1.24%)	349 / 16,405	245 / 1,067 (22.96%)	120 / 1,067 (11.25%)	0		add to survival plot
ENSG00000254221	PCDHGB1	protocadherin gamma subfamily B, 1	protein_coding	12 / 969 (1.24%)	365 / 16,405	176 / 1,067 (16.49%)	174 / 1,067 (16.31%)	0		add to survival plot
ENSG00000124782	RREB1	ras responsive element binding protein 1	protein_coding	12 / 969 (1.24%)	353 / 16,405	238 / 1,067 (22.31%)	152 / 1,067 (14.25%)	0		add to survival plot
ENSG00000121741	ZMYM2	zinc finger MYM-type containing 2	protein_coding	12 / 969 (1.24%)	287 / 16,405	116 / 1,067 (10.87%)	314 / 1,067 (29.43%)	0	Cancer Gene Census	add to survival plot
ENSG00000138002	IFT172	intraflagellar transport 172	protein_coding	12 / 969 (1.24%)	327 / 16,405	170 / 1,067 (15.93%)	127 / 1,067 (11.90%)	14		add to survival plot
ENSG00000105953	OGDH	oxoglutarate dehydrogenase	protein_coding	12 / 969 (1.24%)	269 / 16,405	298 / 1,067 (27.93%)	63 / 1,067 (5.90%)	0		add to survival plot
ENSG00000120322	PCDHB8	protocadherin beta 8	protein_coding	12 / 969 (1.24%)	552 / 16,405	179 / 1,067 (16.78%)	173 / 1,067 (16.21%)	0		add to survival plot
ENSG00000074181	NOTCH3	notch receptor 3	protein_coding	12 / 969 (1.24%)	494 / 16,405	237 / 1,067 (22.21%)	119 / 1,067 (11.15%)	0		add to survival plot
ENSG00000196586	MYO6	myosin VI	protein_coding	12 / 969 (1.24%)	289 / 16,405	168 / 1,067 (15.75%)	267 / 1,067 (25.02%)	11		add to survival plot
ENSG00000198796	ALPK2	alpha kinase 2	protein_coding	12 / 969 (1.24%)	523 / 16,405	149 / 1,067 (13.96%)	274 / 1,067 (25.68%)	0		add to survival plot
ENSG00000013619	MAMLD1	mastermind like domain containing 1	protein_coding	12 / 969 (1.24%)	252 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0		add to survival plot
ENSG00000162733	DDR2	discoidin domain receptor tyrosine kinase 2	protein_coding	12 / 969 (1.24%)	267 / 16,405	748 / 1,067 (70.10%)	15 / 1,067 (1.41%)	0	Cancer Gene Census	add to survival plot
ENSG00000165801	ARHGEF40	Rho guanine nucleotide exchange factor 40	protein_coding	12 / 969 (1.24%)	280 / 16,405	197 / 1,067 (18.46%)	173 / 1,067 (16.21%)	0		add to survival plot
ENSG00000113594	LIFR	LIF receptor subunit alpha	protein_coding	12 / 969 (1.24%)	330 / 16,405	320 / 1,067 (29.99%)	71 / 1,067 (6.65%)	0	Cancer Gene Census	add to survival plot
ENSG00000061676	NCKAP1	NCK associated protein 1	protein_coding	12 / 969 (1.24%)	221 / 16,405	131 / 1,067 (12.28%)	157 / 1,067 (14.71%)	0		add to survival plot
ENSG00000134318	ROCK2	Rho associated coiled-coil containing protein kinase 2	protein_coding	12 / 969 (1.24%)	271 / 16,405	150 / 1,067 (14.06%)	148 / 1,067 (13.87%)	0		add to survival plot
ENSG00000171487	NLRP5	NLR family pyrin domain containing 5	protein_coding	12 / 969 (1.24%)	532 / 16,405	269 / 1,067 (25.21%)	77 / 1,067 (7.22%)	0		add to survival plot
ENSG00000124151	NCOA3	nuclear receptor coactivator 3	protein_coding	12 / 969 (1.24%)	294 / 16,405	427 / 1,067 (40.02%)	43 / 1,067 (4.03%)	0		add to survival plot
ENSG00000124006	OBSL1	obscurin like cytoskeletal adaptor 1	protein_coding	12 / 969 (1.24%)	368 / 16,405	111 / 1,067 (10.40%)	177 / 1,067 (16.59%)	0		add to survival plot
ENSG00000100697	DICER1	dicer 1, ribonuclease III	protein_coding	12 / 969 (1.24%)	385 / 16,405	131 / 1,067 (12.28%)	242 / 1,067 (22.68%)	0	Cancer Gene Census	add to survival plot
ENSG00000168594	ADAM29	ADAM metallopeptidase domain 29	protein_coding	12 / 969 (1.24%)	398 / 16,405	103 / 1,067 (9.65%)	260 / 1,067 (24.37%)	0		add to survival plot
ENSG00000136928	GABBR2	gamma-aminobutyric acid type B receptor subunit 2	protein_coding	12 / 969 (1.24%)	273 / 16,405	132 / 1,067 (12.37%)	206 / 1,067 (19.31%)	0		add to survival plot
ENSG00000107186	MPDZ	multiple PDZ domain crumbs cell polarity complex component	protein_coding	12 / 969 (1.24%)	423 / 16,405	176 / 1,067 (16.49%)	243 / 1,067 (22.77%)	0		add to survival plot
ENSG00000160856	FCRL3	Fc receptor like 3	protein_coding	12 / 969 (1.24%)	335 / 16,405	728 / 1,067 (68.23%)	14 / 1,067 (1.31%)	0		add to survival plot
ENSG00000121101	TEX14	testis expressed 14, intercellular bridge forming factor	protein_coding	12 / 969 (1.24%)	331 / 16,405	359 / 1,067 (33.65%)	128 / 1,067 (12.00%)	0		add to survival plot
ENSG00000184730	APOBR	apolipoprotein B receptor	protein_coding	12 / 969 (1.24%)	218 / 16,405	496 / 1,067 (46.49%)	34 / 1,067 (3.19%)	0		add to survival plot
ENSG00000248905	FMN1	formin 1	protein_coding	12 / 969 (1.24%)	306 / 16,405	66 / 1,067 (6.19%)	273 / 1,067 (25.59%)	0		add to survival plot
ENSG00000125730	C3	complement C3	protein_coding	12 / 969 (1.24%)	502 / 16,405	182 / 1,067 (17.06%)	170 / 1,067 (15.93%)	0		add to survival plot
ENSG00000198765	SYCP1	synaptonemal complex protein 1	protein_coding	12 / 969 (1.24%)	325 / 16,405	164 / 1,067 (15.37%)	220 / 1,067 (20.62%)	0		add to survival plot
ENSG00000131459	GFPT2	glutamine-fructose-6-phosphate transaminase 2	protein_coding	12 / 969 (1.24%)	235 / 16,405	227 / 1,067 (21.27%)	135 / 1,067 (12.65%)	0		add to survival plot
ENSG00000081853	PCDHGA2	protocadherin gamma subfamily A, 2	protein_coding	12 / 969 (1.24%)	479 / 16,405	177 / 1,067 (16.59%)	174 / 1,067 (16.31%)	0		add to survival plot
ENSG00000138658	ZGRF1	zinc finger GRF-type containing 1	protein_coding	12 / 969 (1.24%)	315 / 16,405	99 / 1,067 (9.28%)	242 / 1,067 (22.68%)	0		add to survival plot
ENSG00000215421	ZNF407	zinc finger protein 407	protein_coding	12 / 969 (1.24%)	428 / 16,405	164 / 1,067 (15.37%)	270 / 1,067 (25.30%)	0		add to survival plot
ENSG00000117707	PROX1	prospero homeobox 1	protein_coding	12 / 969 (1.24%)	332 / 16,405	747 / 1,067 (70.01%)	28 / 1,067 (2.62%)	0		add to survival plot
ENSG00000091136	LAMB1	laminin subunit beta 1	protein_coding	12 / 969 (1.24%)	399 / 16,405	241 / 1,067 (22.59%)	120 / 1,067 (11.25%)	13		add to survival plot
ENSG00000110047	EHD1	EH domain containing 1	protein_coding	12 / 969 (1.24%)	151 / 16,405	193 / 1,067 (18.09%)	163 / 1,067 (15.28%)	0		add to survival plot
ENSG00000106714	CNTNAP3	contactin associated protein family member 3	protein_coding	12 / 969 (1.24%)	277 / 16,405	178 / 1,067 (16.68%)	203 / 1,067 (19.03%)	0		add to survival plot
ENSG00000083097	DOP1A	DOP1 leucine zipper like protein A	protein_coding	12 / 969 (1.24%)	368 / 16,405	158 / 1,067 (14.81%)	295 / 1,067 (27.65%)	0		add to survival plot
ENSG00000127249	ATP13A4	ATPase 13A4	protein_coding	12 / 969 (1.24%)	336 / 16,405	291 / 1,067 (27.27%)	71 / 1,067 (6.65%)	0		add to survival plot
ENSG00000142197	DOP1B	DOP1 leucine zipper like protein B	protein_coding	12 / 969 (1.24%)	432 / 16,405	214 / 1,067 (20.06%)	126 / 1,067 (11.81%)	0		add to survival plot
ENSG00000117114	ADGRL2	adhesion G protein-coupled receptor L2	protein_coding	12 / 969 (1.24%)	549 / 16,405	147 / 1,067 (13.78%)	250 / 1,067 (23.43%)	13		add to survival plot
ENSG00000162753	SLC9C2	solute carrier family 9 member C2 (putative)	protein_coding	12 / 969 (1.24%)	384 / 16,405	741 / 1,067 (69.45%)	18 / 1,067 (1.69%)	0		add to survival plot
ENSG00000173599	PC	pyruvate carboxylase	protein_coding	12 / 969 (1.24%)	265 / 16,405	298 / 1,067 (27.93%)	91 / 1,067 (8.53%)	0		add to survival plot
ENSG00000170961	HAS2	hyaluronan synthase 2	protein_coding	12 / 969 (1.24%)	179 / 16,405	604 / 1,067 (56.61%)	32 / 1,067 (3.00%)	0		add to survival plot
ENSG00000143126	CELSR2	cadherin EGF LAG seven-pass G-type receptor 2	protein_coding	12 / 969 (1.24%)	534 / 16,405	148 / 1,067 (13.87%)	250 / 1,067 (23.43%)	0		add to survival plot
ENSG00000107099	DOCK8	dedicator of cytokinesis 8	protein_coding	12 / 969 (1.24%)	463 / 16,405	182 / 1,067 (17.06%)	239 / 1,067 (22.40%)	0		add to survival plot
ENSG00000128849	CGNL1	cingulin like 1	protein_coding	12 / 969 (1.24%)	291 / 16,405	80 / 1,067 (7.50%)	253 / 1,067 (23.71%)	0		add to survival plot
ENSG00000116711	PLA2G4A	phospholipase A2 group IVA	protein_coding	12 / 969 (1.24%)	227 / 16,405	758 / 1,067 (71.04%)	16 / 1,067 (1.50%)	0		add to survival plot
ENSG00000185920	PTCH1	patched 1	protein_coding	12 / 969 (1.24%)	386 / 16,405	131 / 1,067 (12.28%)	207 / 1,067 (19.40%)	0	Cancer Gene Census	add to survival plot
ENSG00000206530	CFAP44	cilia and flagella associated protein 44	protein_coding	12 / 969 (1.24%)	257 / 16,405	217 / 1,067 (20.34%)	82 / 1,067 (7.69%)	0		add to survival plot
ENSG00000204969	PCDHA2	protocadherin alpha 2	protein_coding	12 / 969 (1.24%)	522 / 16,405	179 / 1,067 (16.78%)	172 / 1,067 (16.12%)	0		add to survival plot
ENSG00000078403	MLLT10	MLLT10 histone lysine methyltransferase DOT1L cofactor	protein_coding	12 / 969 (1.24%)	237 / 16,405	250 / 1,067 (23.43%)	103 / 1,067 (9.65%)	0	Cancer Gene Census	add to survival plot
ENSG00000155561	NUP205	nucleoporin 205	protein_coding	12 / 969 (1.24%)	397 / 16,405	265 / 1,067 (24.84%)	115 / 1,067 (10.78%)	0		add to survival plot
ENSG00000139116	KIF21A	kinesin family member 21A	protein_coding	12 / 969 (1.24%)	424 / 16,405	195 / 1,067 (18.28%)	73 / 1,067 (6.84%)	0		add to survival plot
ENSG00000118898	PPL	periplakin	protein_coding	12 / 969 (1.24%)	351 / 16,405	511 / 1,067 (47.89%)	52 / 1,067 (4.87%)	0		add to survival plot
ENSG00000121871	SLITRK3	SLIT and NTRK like family member 3	protein_coding	12 / 969 (1.24%)	527 / 16,405	300 / 1,067 (28.12%)	59 / 1,067 (5.53%)	0		add to survival plot
ENSG00000173546	CSPG4	chondroitin sulfate proteoglycan 4	protein_coding	12 / 969 (1.24%)	420 / 16,405	125 / 1,067 (11.72%)	219 / 1,067 (20.52%)	0		add to survival plot
ENSG00000142609	CFAP74	cilia and flagella associated protein 74	protein_coding	12 / 969 (1.24%)	346 / 16,405	131 / 1,067 (12.28%)	298 / 1,067 (27.93%)	0		add to survival plot
ENSG00000059588	TARBP1	TAR (HIV-1) RNA binding protein 1	protein_coding	12 / 969 (1.24%)	244 / 16,405	755 / 1,067 (70.76%)	22 / 1,067 (2.06%)	0		add to survival plot
ENSG00000171115	GIMAP8	GTPase, IMAP family member 8	protein_coding	12 / 969 (1.24%)	295 / 16,405	239 / 1,067 (22.40%)	139 / 1,067 (13.03%)	0		add to survival plot
ENSG00000166535	A2ML1	alpha-2-macroglobulin like 1	protein_coding	12 / 969 (1.24%)	374 / 16,405	208 / 1,067 (19.49%)	126 / 1,067 (11.81%)	0		add to survival plot
ENSG00000111670	GNPTAB	N-acetylglucosamine-1-phosphate transferase subunits alpha and beta	protein_coding	12 / 969 (1.24%)	245 / 16,405	155 / 1,067 (14.53%)	150 / 1,067 (14.06%)	0		add to survival plot
ENSG00000206560	ANKRD28	ankyrin repeat domain 28	protein_coding	12 / 969 (1.24%)	173 / 16,405	178 / 1,067 (16.68%)	141 / 1,067 (13.21%)	0		add to survival plot
ENSG00000117322	CR2	complement C3d receptor 2	protein_coding	12 / 969 (1.24%)	420 / 16,405	765 / 1,067 (71.70%)	13 / 1,067 (1.22%)	0		add to survival plot
ENSG00000157654	PALM2AKAP2	PALM2 and AKAP2 fusion	protein_coding	12 / 969 (1.24%)	336 / 16,405	126 / 1,067 (11.81%)	208 / 1,067 (19.49%)	0		add to survival plot
ENSG00000213949	ITGA1	integrin subunit alpha 1	protein_coding	12 / 969 (1.24%)	254 / 16,405	235 / 1,067 (22.02%)	182 / 1,067 (17.06%)	0		add to survival plot
ENSG00000170324	FRMPD2	FERM and PDZ domain containing 2	protein_coding	12 / 969 (1.24%)	392 / 16,405	150 / 1,067 (14.06%)	174 / 1,067 (16.31%)	0		add to survival plot
ENSG00000100714	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1	protein_coding	12 / 969 (1.24%)	167 / 16,405	123 / 1,067 (11.53%)	246 / 1,067 (23.06%)	0		add to survival plot
ENSG00000132522	GPS2	G protein pathway suppressor 2	protein_coding	12 / 969 (1.24%)	94 / 16,405	50 / 1,067 (4.69%)	544 / 1,067 (50.98%)	12		add to survival plot
ENSG00000101126	ADNP	activity dependent neuroprotector homeobox	protein_coding	12 / 969 (1.24%)	270 / 16,405	463 / 1,067 (43.39%)	30 / 1,067 (2.81%)	0		add to survival plot
ENSG00000197442	MAP3K5	mitogen-activated protein kinase kinase kinase 5	protein_coding	12 / 969 (1.24%)	297 / 16,405	167 / 1,067 (15.65%)	257 / 1,067 (24.09%)	0		add to survival plot
ENSG00000249158	PCDHA11	protocadherin alpha 11	protein_coding	12 / 969 (1.24%)	484 / 16,405	179 / 1,067 (16.78%)	172 / 1,067 (16.12%)	0		add to survival plot
ENSG00000077782	FGFR1	fibroblast growth factor receptor 1	protein_coding	12 / 969 (1.24%)	232 / 16,405	375 / 1,067 (35.15%)	226 / 1,067 (21.18%)	13	Cancer Gene Census	add to survival plot
ENSG00000102081	FMR1	FMRP translational regulator 1	protein_coding	12 / 969 (1.24%)	260 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	12		add to survival plot
ENSG00000153930	ANKFN1	ankyrin repeat and fibronectin type III domain containing 1	protein_coding	12 / 969 (1.24%)	317 / 16,405	342 / 1,067 (32.05%)	143 / 1,067 (13.40%)	0		add to survival plot
ENSG00000144619	CNTN4	contactin 4	protein_coding	12 / 969 (1.24%)	442 / 16,405	186 / 1,067 (17.43%)	142 / 1,067 (13.31%)	0		add to survival plot
ENSG00000141367	CLTC	clathrin heavy chain	protein_coding	12 / 969 (1.24%)	301 / 16,405	390 / 1,067 (36.55%)	103 / 1,067 (9.65%)	0	Cancer Gene Census	add to survival plot
ENSG00000204406	MBD5	methyl-CpG binding domain protein 5	protein_coding	12 / 969 (1.24%)	390 / 16,405	102 / 1,067 (9.56%)	170 / 1,067 (15.93%)	0		add to survival plot
ENSG00000125676	THOC2	THO complex 2	protein_coding	12 / 969 (1.24%)	353 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0		add to survival plot
ENSG00000106366	SERPINE1	serpin family E member 1	protein_coding	12 / 969 (1.24%)	143 / 16,405	255 / 1,067 (23.90%)	116 / 1,067 (10.87%)	0		add to survival plot
ENSG00000187688	TRPV2	transient receptor potential cation channel subfamily V member 2	protein_coding	12 / 969 (1.24%)	221 / 16,405	64 / 1,067 (6.00%)	504 / 1,067 (47.24%)	0		add to survival plot
ENSG00000157540	DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A	protein_coding	12 / 969 (1.24%)	241 / 16,405	230 / 1,067 (21.56%)	120 / 1,067 (11.25%)	10		add to survival plot
ENSG00000177084	POLE	DNA polymerase epsilon, catalytic subunit	protein_coding	12 / 969 (1.24%)	492 / 16,405	176 / 1,067 (16.49%)	157 / 1,067 (14.71%)	0	Cancer Gene Census	add to survival plot
ENSG00000001631	KRIT1	KRIT1 ankyrin repeat containing	protein_coding	12 / 969 (1.24%)	170 / 16,405	257 / 1,067 (24.09%)	101 / 1,067 (9.47%)	0		add to survival plot
ENSG00000266028	SRGAP2	SLIT-ROBO Rho GTPase activating protein 2	protein_coding	12 / 969 (1.24%)	178 / 16,405	771 / 1,067 (72.26%)	11 / 1,067 (1.03%)	0		add to survival plot
ENSG00000204217	BMPR2	bone morphogenetic protein receptor type 2	protein_coding	12 / 969 (1.24%)	285 / 16,405	126 / 1,067 (11.81%)	171 / 1,067 (16.03%)	0		add to survival plot
ENSG00000091137	SLC26A4	solute carrier family 26 member 4	protein_coding	12 / 969 (1.24%)	253 / 16,405	239 / 1,067 (22.40%)	123 / 1,067 (11.53%)	0		add to survival plot
ENSG00000009954	BAZ1B	bromodomain adjacent to zinc finger domain 1B	protein_coding	12 / 969 (1.24%)	258 / 16,405	271 / 1,067 (25.40%)	75 / 1,067 (7.03%)	0		add to survival plot
ENSG00000130939	UBE4B	ubiquitination factor E4B	protein_coding	12 / 969 (1.24%)	285 / 16,405	72 / 1,067 (6.75%)	335 / 1,067 (31.40%)	0		add to survival plot
ENSG00000198842	STYXL2	serine/threonine/tyrosine interacting like 2	protein_coding	12 / 969 (1.24%)	482 / 16,405	742 / 1,067 (69.54%)	15 / 1,067 (1.41%)	0		add to survival plot
ENSG00000196345	ZKSCAN7	zinc finger with KRAB and SCAN domains 7	protein_coding	12 / 969 (1.24%)	181 / 16,405	101 / 1,067 (9.47%)	252 / 1,067 (23.62%)	0		add to survival plot
ENSG00000161509	GRIN2C	glutamate ionotropic receptor NMDA type subunit 2C	protein_coding	12 / 969 (1.24%)	199 / 16,405	387 / 1,067 (36.27%)	128 / 1,067 (12.00%)	0		add to survival plot
ENSG00000270181	BIVM-ERCC5	BIVM-ERCC5 readthrough	protein_coding	12 / 969 (1.24%)	343 / 16,405	158 / 1,067 (14.81%)	299 / 1,067 (28.02%)	0		add to survival plot
ENSG00000124789	NUP153	nucleoporin 153	protein_coding	12 / 969 (1.24%)	271 / 16,405	262 / 1,067 (24.55%)	107 / 1,067 (10.03%)	0		add to survival plot
ENSG00000102935	ZNF423	zinc finger protein 423	protein_coding	12 / 969 (1.24%)	507 / 16,405	167 / 1,067 (15.65%)	497 / 1,067 (46.58%)	0		add to survival plot
ENSG00000181191	PJA1	praja ring finger ubiquitin ligase 1	protein_coding	12 / 969 (1.24%)	192 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0		add to survival plot
ENSG00000164715	LMTK2	lemur tyrosine kinase 2	protein_coding	12 / 969 (1.24%)	346 / 16,405	253 / 1,067 (23.71%)	114 / 1,067 (10.68%)	0		add to survival plot
ENSG00000144369	FAM171B	family with sequence similarity 171 member B	protein_coding	12 / 969 (1.24%)	245 / 16,405	136 / 1,067 (12.75%)	153 / 1,067 (14.34%)	0		add to survival plot
ENSG00000074755	ZZEF1	zinc finger ZZ-type and EF-hand domain containing 1	protein_coding	12 / 969 (1.24%)	423 / 16,405	70 / 1,067 (6.56%)	515 / 1,067 (48.27%)	0		add to survival plot
ENSG00000198399	ITSN2	intersectin 2	protein_coding	12 / 969 (1.24%)	311 / 16,405	158 / 1,067 (14.81%)	145 / 1,067 (13.59%)	0		add to survival plot
ENSG00000132470	ITGB4	integrin subunit beta 4	protein_coding	12 / 969 (1.24%)	396 / 16,405	389 / 1,067 (36.46%)	124 / 1,067 (11.62%)	0		add to survival plot
ENSG00000176225	RTTN	rotatin	protein_coding	12 / 969 (1.24%)	397 / 16,405	162 / 1,067 (15.18%)	275 / 1,067 (25.77%)	0		add to survival plot
ENSG00000072501	SMC1A	structural maintenance of chromosomes 1A	protein_coding	12 / 969 (1.24%)	266 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0	Cancer Gene Census	add to survival plot
ENSG00000171451	DSEL	dermatan sulfate epimerase like	protein_coding	12 / 969 (1.24%)	425 / 16,405	160 / 1,067 (15.00%)	269 / 1,067 (25.21%)	0		add to survival plot
ENSG00000196313	POM121	POM121 transmembrane nucleoporin	protein_coding	12 / 969 (1.24%)	277 / 16,405	271 / 1,067 (25.40%)	73 / 1,067 (6.84%)	0		add to survival plot
ENSG00000035928	RFC1	replication factor C subunit 1	protein_coding	12 / 969 (1.24%)	217 / 16,405	98 / 1,067 (9.18%)	255 / 1,067 (23.90%)	0		add to survival plot
ENSG00000082516	GEMIN5	gem nuclear organelle associated protein 5	protein_coding	12 / 969 (1.24%)	251 / 16,405	177 / 1,067 (16.59%)	179 / 1,067 (16.78%)	0		add to survival plot
ENSG00000148468	FAM171A1	family with sequence similarity 171 member A1	protein_coding	12 / 969 (1.24%)	291 / 16,405	270 / 1,067 (25.30%)	94 / 1,067 (8.81%)	0		add to survival plot
ENSG00000119684	MLH3	mutL homolog 3	protein_coding	12 / 969 (1.24%)	251 / 16,405	109 / 1,067 (10.22%)	270 / 1,067 (25.30%)	0		add to survival plot
ENSG00000108797	CNTNAP1	contactin associated protein 1	protein_coding	12 / 969 (1.24%)	314 / 16,405	200 / 1,067 (18.74%)	279 / 1,067 (26.15%)	0		add to survival plot
ENSG00000122194	PLG	plasminogen	protein_coding	12 / 969 (1.24%)	363 / 16,405	129 / 1,067 (12.09%)	306 / 1,067 (28.68%)	0		add to survival plot
ENSG00000123607	TTC21B	tetratricopeptide repeat domain 21B	protein_coding	12 / 969 (1.24%)	259 / 16,405	121 / 1,067 (11.34%)	154 / 1,067 (14.43%)	0		add to survival plot
ENSG00000147202	DIAPH2	diaphanous related formin 2	protein_coding	12 / 969 (1.24%)	311 / 16,405	0 / 1,067 (0.00%)	0 / 1,067 (0.00%)	0		add to survival plot
ENSG00000179455	MKRN3	makorin ring finger protein 3	protein_coding	12 / 969 (1.24%)	352 / 16,405	117 / 1,067 (10.97%)	249 / 1,067 (23.34%)	0		add to survival plot
ENSG00000183023	SLC8A1	solute carrier family 8 member A1	protein_coding	12 / 969 (1.24%)	449 / 16,405	169 / 1,067 (15.84%)	119 / 1,067 (11.15%)	0		add to survival plot
ENSG00000184384	MAML2	mastermind like transcriptional coactivator 2	protein_coding	12 / 969 (1.24%)	256 / 16,405	119 / 1,067 (11.15%)	373 / 1,067 (34.96%)	0	Cancer Gene Census	add to survival plot
ENSG00000006071	ABCC8	ATP binding cassette subfamily C member 8	protein_coding	12 / 969 (1.24%)	469 / 16,405	165 / 1,067 (15.46%)	166 / 1,067 (15.56%)	14		add to survival plot
ENSG00000139697	SBNO1	strawberry notch homolog 1	protein_coding	12 / 969 (1.24%)	296 / 16,405	169 / 1,067 (15.84%)	154 / 1,067 (14.43%)	0		add to survival plot
ENSG00000175267	VWA3A	von Willebrand factor A domain containing 3A	protein_coding	12 / 969 (1.24%)	249 / 16,405	483 / 1,067 (45.27%)	46 / 1,067 (4.31%)	0		add to survival plot
ENSG00000073614	KDM5A	lysine demethylase 5A	protein_coding	12 / 969 (1.24%)	358 / 16,405	235 / 1,067 (22.02%)	109 / 1,067 (10.22%)	0	Cancer Gene Census	add to survival plot
ENSG00000145246	ATP10D	ATPase phospholipid transporting 10D (putative)	protein_coding	12 / 969 (1.24%)	379 / 16,405	125 / 1,067 (11.72%)	206 / 1,067 (19.31%)	0		add to survival plot
ENSG00000132842	AP3B1	adaptor related protein complex 3 subunit beta 1	protein_coding	12 / 969 (1.24%)	231 / 16,405	142 / 1,067 (13.31%)	242 / 1,067 (22.68%)	0		add to survival plot
ENSG00000174502	SLC26A9	solute carrier family 26 member 9	protein_coding	12 / 969 (1.24%)	251 / 16,405	773 / 1,067 (72.45%)	9 / 1,067 (0.84%)	0		add to survival plot
ENSG00000214655	ZSWIM8	zinc finger SWIM-type containing 8	protein_coding	12 / 969 (1.24%)	322 / 16,405	167 / 1,067 (15.65%)	158 / 1,067 (14.81%)	12		add to survival plot
ENSG00000072657	TRHDE	thyrotropin releasing hormone degrading enzyme	protein_coding	12 / 969 (1.24%)	516 / 16,405	237 / 1,067 (22.21%)	76 / 1,067 (7.12%)	0		add to survival plot
ENSG00000099991	CABIN1	calcineurin binding protein 1	protein_coding	12 / 969 (1.24%)	351 / 16,405	131 / 1,067 (12.28%)	344 / 1,067 (32.24%)	0		add to survival plot
ENSG00000168038	ULK4	unc-51 like kinase 4	protein_coding	12 / 969 (1.24%)	243 / 16,405	115 / 1,067 (10.78%)	231 / 1,067 (21.65%)	0		add to survival plot
ENSG00000092201	SUPT16H	SPT16 homolog, facilitates chromatin remodeling subunit	protein_coding	12 / 969 (1.24%)	241 / 16,405	186 / 1,067 (17.43%)	173 / 1,067 (16.21%)	0		add to survival plot
ENSG00000091831	ESR1	estrogen receptor 1	protein_coding	12 / 969 (1.24%)	226 / 16,405	156 / 1,067 (14.62%)	266 / 1,067 (24.93%)	0	Cancer Gene Census	add to survival plot
ENSG00000160460	SPTBN4	spectrin beta, non-erythrocytic 4	protein_coding	12 / 969 (1.24%)	540 / 16,405	242 / 1,067 (22.68%)	92 / 1,067 (8.62%)	0		add to survival plot
ENSG00000174640	SLCO2A1	solute carrier organic anion transporter family member 2A1	protein_coding	12 / 969 (1.24%)	257 / 16,405	223 / 1,067 (20.90%)	83 / 1,067 (7.78%)	0		add to survival plot
ENSG00000184956	MUC6	mucin 6, oligomeric mucus/gel-forming	protein_coding	12 / 969 (1.24%)	435 / 16,405	152 / 1,067 (14.25%)	232 / 1,067 (21.74%)	0		add to survival plot
ENSG00000102786	INTS6	integrator complex subunit 6	protein_coding	12 / 969 (1.24%)	148 / 16,405	83 / 1,067 (7.78%)	379 / 1,067 (35.52%)	0		add to survival plot
ENSG00000159140	SON	SON DNA and RNA binding protein	protein_coding	12 / 969 (1.24%)	367 / 16,405	219 / 1,067 (20.52%)	126 / 1,067 (11.81%)	0		add to survival plot
ENSG00000145808	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	protein_coding	12 / 969 (1.24%)	432 / 16,405	164 / 1,067 (15.37%)	198 / 1,067 (18.56%)	0		add to survival plot
ENSG00000107554	DNMBP	dynamin binding protein	protein_coding	12 / 969 (1.24%)	304 / 16,405	105 / 1,067 (9.84%)	221 / 1,067 (20.71%)	0		add to survival plot
ENSG00000091986	CCDC80	coiled-coil domain containing 80	protein_coding	12 / 969 (1.24%)	261 / 16,405	207 / 1,067 (19.40%)	86 / 1,067 (8.06%)	0		add to survival plot
ENSG00000165458	INPPL1	inositol polyphosphate phosphatase like 1	protein_coding	12 / 969 (1.24%)	399 / 16,405	240 / 1,067 (22.49%)	154 / 1,067 (14.43%)	0		add to survival plot
ENSG00000261934	PCDHGA9	protocadherin gamma subfamily A, 9	protein_coding	12 / 969 (1.24%)	287 / 16,405	176 / 1,067 (16.49%)	174 / 1,067 (16.31%)	0		add to survival plot
